"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"OTU"
"Parabacteroides:8"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:8"
"Clostridiales:54"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:54"
"Firmicutes:30"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:30"
"Lachnospiraceae:74"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:74"
"Clostridiales:56"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:56"
"Lachnospiraceae:75"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:75"
"Lachnospiraceae:76"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:76"
"Lachnospiraceae:77"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:77"
"Clostridiales:57"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:57"
"Erysipelotrichaceae:4"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:4"
"Firmicutes:31"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:31"
"Firmicutes:32"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:32"
"Clostridiales:58"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:58"
"RuminococcaceaeIncertaeSedis:5"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:5"
"Unclassified-Screened:16"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:16"
"Veillonellaceae:9"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Veillonellaceae"	"NA"	"Veillonellaceae:9"
"Ruminococcaceae:19"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:19"
"Clostridiales:60"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:60"
"Clostridiales:61"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:61"
"Firmicutes:33"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:33"
"LachnospiraceaeIncertaeSedis:9"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:9"
"Anaerostipes:8"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:8"
"Firmicutes:34"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:34"
"RuminococcaceaeIncertaeSedis:6"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:6"
"Firmicutes:35"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:35"
"Clostridiales:62"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:62"
"Veillonellaceae:10"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Veillonellaceae"	"NA"	"Veillonellaceae:10"
"Bacilli:3"	"Bacteria"	"Firmicutes"	"Bacilli"	"NA"	"NA"	"NA"	"Bacilli:3"
"Clostridiales:63"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:63"
"ErysipelotrichaceaeIncertaeSedis:5"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:5"
"Clostridiales:65"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:65"
"RuminococcaceaeIncertaeSedis:7"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:7"
"Clostridiales:66"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:66"
"Erysipelotrichaceae:5"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:5"
"RuminococcaceaeIncertaeSedis:8"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:8"
"Lachnospiraceae:81"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:81"
"Coprobacillus:10"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:10"
"Lachnospiraceae:82"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:82"
"Coprobacillus:11"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Coprobacillus"	"Coprobacillus:11"
"Erysipelotrichaceae:6"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:6"
"RuminococcaceaeIncertaeSedis:9"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:9"
"Unclassified-Screened:19"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:19"
"Clostridiales:67"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:67"
"Firmicutes:37"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:37"
"Firmicutes:38"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:38"
"Lachnospiraceae:84"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:84"
"Firmicutes:39"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:39"
"Clostridiales:68"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:68"
"Anaerotruncus:1"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerotruncus"	"Anaerotruncus:1"
"Clostridiales:69"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:69"
"Lachnospiraceae:86"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:86"
"Clostridiales:70"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:70"
"Lachnospiraceae:88"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:88"
"Lachnospiraceae:89"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:89"
"Clostridia:4"	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"Clostridia:4"
"Firmicutes:40"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:40"
"Lachnospiraceae:90"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:90"
"Firmicutes:41"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:41"
"Ruminococcaceae:23"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:23"
"Firmicutes:42"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:42"
"Anaerostipes:10"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:10"
"Erysipelotrichaceae:7"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:7"
"Bacteroides:13"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:13"
"Clostridiales:73"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:73"
"Bacteroides:14"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:14"
"Bacteroides:15"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:15"
"Clostridiales:74"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:74"
"Anaerostipes:11"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:11"
"Clostridiales:76"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:76"
"Lachnospiraceae:94"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:94"
"Veillonellaceae:13"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Veillonellaceae"	"NA"	"Veillonellaceae:13"
"Lachnospiraceae:96"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:96"
"Firmicutes:43"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:43"
"Lachnospiraceae:97"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:97"
"Erysipelotrichaceae:8"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:8"
"Lachnospiraceae:98"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:98"
"Clostridiales:79"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:79"
"Lachnospiraceae:100"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:100"
"Erysipelotrichaceae:9"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:9"
"Ruminococcaceae:25"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:25"
"Clostridiales:81"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:81"
"Anaerostipes:12"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:12"
"Ruminococcaceae:27"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:27"
"Anaerofilum:2"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerofilum"	"Anaerofilum:2"
"Ruminococcaceae:28"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:28"
"Clostridiales:82"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:82"
"Clostridiales:84"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:84"
"Veillonellaceae:14"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Veillonellaceae"	"NA"	"Veillonellaceae:14"
"Clostridia:6"	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"Clostridia:6"
"Firmicutes:44"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:44"
"Lachnospiraceae:104"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:104"
"Lachnospiraceae:105"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:105"
"Firmicutes:45"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:45"
"Lachnospiraceae:106"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:106"
"Firmicutes:46"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:46"
"Lachnospiraceae:107"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:107"
"Firmicutes:48"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:48"
"ErysipelotrichaceaeIncertaeSedis:6"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:6"
"LachnospiraceaeIncertaeSedis:12"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:12"
"Lachnospiraceae:108"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:108"
"Unclassified-Screened:20"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:20"
"Lachnospiraceae:110"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:110"
"Lachnospiraceae:111"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:111"
"ErysipelotrichaceaeIncertaeSedis:7"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:7"
"Clostridiales:87"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:87"
"Unclassified-Screened:21"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:21"
"Lachnospiraceae:112"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:112"
"Lachnospiraceae:115"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:115"
"Clostridia:8"	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"Clostridia:8"
"Ruminococcaceae:31"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:31"
"RuminococcaceaeIncertaeSedis:10"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:10"
"Lachnospiraceae:117"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:117"
"Anaerostipes:14"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:14"
"Clostridiales:88"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:88"
"Lachnospiraceae:118"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:118"
"Anaerostipes:15"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:15"
"Unclassified-Screened:22"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:22"
"Firmicutes:50"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:50"
"Erysipelotrichaceae:10"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"NA"	"Erysipelotrichaceae:10"
"Parabacteroides:9"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:9"
"Lachnospiraceae:119"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:119"
"ErysipelotrichaceaeIncertaeSedis:8"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:8"
"LachnospiraceaeIncertaeSedis:15"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:15"
"Lachnospiraceae:123"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:123"
"Ruminococcaceae:32"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"NA"	"Ruminococcaceae:32"
"Clostridiales:90"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:90"
"Clostridiales:91"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:91"
"Firmicutes:51"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:51"
"Firmicutes:52"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:52"
"ErysipelotrichaceaeIncertaeSedis:9"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:9"
"Lachnospiraceae:124"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:124"
"Bacteroides:16"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides:16"
"Lachnospiraceae:125"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:125"
"Clostridiales:97"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:97"
"Clostridiales:98"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:98"
"Unclassified-Screened:23"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:23"
"Firmicutes:53"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:53"
"ErysipelotrichaceaeIncertaeSedis:10"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:10"
"Lachnospiraceae:128"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:128"
"Parabacteroides:10"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	"Parabacteroides:10"
"Lachnospiraceae:129"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:129"
"Anaerostipes:16"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes:16"
"Lachnospiraceae:130"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:130"
"Clostridia:9"	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"Clostridia:9"
"Lachnospiraceae:132"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:132"
"Lachnospiraceae:134"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:134"
"Lachnospiraceae:135"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:135"
"Lachnospiraceae:136"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:136"
"Lachnospiraceae:138"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:138"
"Clostridia:10"	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"Clostridia:10"
"Lachnospiraceae:140"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:140"
"Lachnospiraceae:141"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:141"
"LachnospiraceaeIncertaeSedis:18"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:18"
"Lachnospiraceae:142"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:142"
"Unclassified-Screened:24"	"Bacteria"	"NA"	"NA"	"NA"	"NA"	"NA"	"Unclassified-Screened:24"
"Lachnospiraceae:143"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:143"
"Firmicutes:54"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:54"
"Clostridiales:101"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:101"
"Lachnospiraceae:144"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:144"
"LachnospiraceaeIncertaeSedis:19"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:19"
"Lachnospiraceae:147"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:147"
"Clostridiales:102"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:102"
"Lachnospiraceae:148"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:148"
"Lachnospiraceae:149"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:149"
"Clostridiales:103"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:103"
"Clostridiales:104"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:104"
"Roseburia:2"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Roseburia"	"Roseburia:2"
"Clostridiales:105"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:105"
"Clostridiales:106"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:106"
"Enterococcus:2"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus:2"
"RuminococcaceaeIncertaeSedis:13"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"RuminococcaceaeIncertaeSedis"	"RuminococcaceaeIncertaeSedis:13"
"Lachnospiraceae:153"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:153"
"LachnospiraceaeIncertaeSedis:20"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"LachnospiraceaeIncertaeSedis"	"LachnospiraceaeIncertaeSedis:20"
"Firmicutes:55"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:55"
"ErysipelotrichaceaeIncertaeSedis:11"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"ErysipelotrichaceaeIncertaeSedis"	"ErysipelotrichaceaeIncertaeSedis:11"
"Lachnospiraceae:154"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:154"
"Firmicutes:56"	"Bacteria"	"Firmicutes"	"NA"	"NA"	"NA"	"NA"	"Firmicutes:56"
"Lachnospiraceae:155"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:155"
"Lachnospiraceae:156"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"NA"	"Lachnospiraceae:156"
"Clostridiales:107"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"Clostridiales:107"
